Course number,Course title,Instructor
THTR-500,Dramaturgical Perspectives and Approaches,
THTR-501,Poetry and Prose into Drama,
THTR-507,Casting Director Workshop,
THTR-515a,Advanced Movement,
,,
THTR-515c,Advanced Movement,
,,
THTR-520a,Advanced Acting,
,,
THTR-520c,Advanced Acting,
,,
THTR-527,Writing the Pacific Rim: Global and Western Dramatic Writing,
THTR-529a,Textual Studies for Performance,
THTR-540a,Advanced Voice Diction,
THTR-540c,Advanced Voice Diction,
,,
THTR-540e,Advanced Voice Diction,
THTR-541,Diction and Dialects,
THTR-542,Singing for Actors,
THTR-566,Dramatic Writing Studio,
THTR-574a,Dramatic Writing Across Media for Playwrights,
THTR-580a,Performance with Camera,
THTR-590,Directed Research,
THTR-596,Thesis Development and Attainment,
THTR-597,Theatre Practicum,
WRIT-150,Writing and Critical Reasoning--Thematic Approaches,
,Human Values and Belief Systems,Sean Cosgrove
,Identity and Diversity in American Contexts,Brett Gordon
,Issues in Law and Social Justice,Taiyaba Husain
,Human Values and Belief Systems,Amber Foster
,Human Values and Belief Systems,Sandra Ross
,Education and Intellectual Development,Brent Chappelow
,Human Values and Belief Systems,Evelyn Boria-Rivera
,Technology &amp; Social Change,Patti Taylor
,Health and Healing,Vanessa Osborne
,Issues in Sustainability,Rochelle Gold
,Education and Intellectual Development,Cory Nelson
,Health and Healing,Rowan Bayne
,Globalization: Current Issues &amp; Cross-Cultural Perspectives.,Noor Hashem
,Issues in Work and Working Life,Ryan Boyd
,Issues in Sustainability,Corinna Schroeder
,Issues in Contemporary Economics,Rory Lukins
,Technology &amp; Social Change,Eric Rawson
,Education and Intellectual Development,Brent Chappelow
,Human Values and Belief Systems,Amber Foster
,Human Values and Belief Systems,Evelyn Boria-Rivera
,Education and Intellectual Development,Elizabeth Durst
,Issues in Aesthetics,Maya Garabedian
,Issues in Law and Social Justice,Taiyaba Husain
,Identity and Diversity in American Contexts,Brett Gordon
,Issues in Sustainability,William Gorski
,Issues in Law and Social Justice,Mary Traester
,Technology &amp; Social Change,Patti Taylor
,Issues in Aesthetics,Jessica Piazza
,Community Engagement,Benjamin Pack
,Identity and Diversity in American Contexts,Christopher Muniz
,Health and Healing,Taly Matejka
,Identity and Diversity in American Contexts,Sarah Orem
,Education and Intellectual Development,Ali Pearl
,Community Engagement,Emily Artiano
,Health and Healing,Pamela Albanese
,Education and Intellectual Development,Cory Nelson
,Issues in Aesthetics,Shana Kraynak
,Health and Healing,Rowan Bayne
,Issues in Work and Working Life,Ryan Boyd
,Education and Intellectual Development,Jim Clements
,Issues in Aesthetics,Shana Kraynak
,Issues in Contemporary Economics,Andrew De Silva
,Issues in Law and Social Justice,Deanna Rivera
,Issues in Sustainability,Rochelle Gold
,Community Engagement,Emily Artiano
,Education and Intellectual Development,Deborah Sims
,Issues in Aesthetics,Leah Pate
,Technology &amp; Social Change,Eric Rawson
,Issues in Aesthetics,Jeffrey Chisum
,Health and Healing,Pamela Albanese
,Issues in Aesthetics,Michael Bunn
,Technology &amp; Social Change,LauraAnne Carroll-Adler
,Education and Intellectual Development,Jim Clements
,Identity and Diversity in American Contexts,Daniel Dissinger
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Tanvi Patel
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Amanda Hobmeier
,Human Values and Belief Systems,Carlos Antonio Delgado
,Issues in Aesthetics,April Davidauskis
,Education and Intellectual Development,Elizabeth Durst
,Issues in Sustainability,Rebecca Fullan
,Issues in Aesthetics,Maya Garabedian
,Issues in Sustainability,William Gorski
,Issues in Law and Social Justice,Mary Traester
,Identity and Diversity in American Contexts,Michelle Rosado
,Community Engagement,Benjamin Pack
,Community Engagement,Alison Minami
,Identity and Diversity in American Contexts,Sarah Orem
,Issues in Work and Working Life,Zen Dochterman
,Issues in Contemporary Economics,Andrew De Silva
,Education and Intellectual Development,Deborah Sims
,Issues in Aesthetics,Leah Pate
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Noor Hashem
,Issues in Aesthetics,Jeffrey Chisum
,Issues in Aesthetics,Michael Bunn
,Identity and Diversity in American Contexts,Daniel Dissinger
,Technology &amp; Social Change,LauraAnne Carroll-Adler
,Health and Healing,Amanda Scharf
,Education and Intellectual Development,Ali Pearl
,Issues in Sustainability,Corinna Schroeder
,Health and Healing,Vanessa Osborne
,Health and Healing,Taly Matejka
,Issues in Contemporary Economics,Rory Lukins
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Tanvi Patel
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Amanda Hobmeier
,Issues in Law and Social Justice,Taiyaba Husain
,Human Values and Belief Systems,Carlos Antonio Delgado
,Issues in Aesthetics,April Davidauskis
,Education and Intellectual Development,Elizabeth Durst
,Issues in Sustainability,Rebecca Fullan
,Technology &amp; Social Change,Patti Taylor
,Identity and Diversity in American Contexts,Michelle Rosado
,Issues in Aesthetics,Jessica Piazza
,Community Engagement,Benjamin Pack
,Identity and Diversity in American Contexts,Christopher Muniz
,Community Engagement,Alison Minami
,Issues in Aesthetics,Mitra Parineh
,Health and Healing,Ryan Leack
,Issues in Aesthetics,Arsalan ul Haq
,Issues in Law and Social Justice,Deanna Rivera
,Issues in Sustainability,Corinna Schroeder
,Identity and Diversity in American Contexts,Daniel Dissinger
,Health and Healing,Amanda Scharf
,Issues in Work and Working Life,Zen Dochterman
,Health and Healing,Taly Matejka
,Issues in Contemporary Economics,Rory Lukins
,Technology &amp; Social Change,Eric Rawson
,Technology &amp; Social Change,LauraAnne Carroll-Adler
,Issues in Aesthetics,Michael Bunn
,Globalization: Current Issues &amp; Cross-Cultural Perspectives,Noor Hashem
,Community Engagement,Michelle Meyers
,Technology &amp; Social Change,Maddox Pennington
,Identity and Diversity in American Contexts,Keasha Worthen
,Issues in Work and Working Life,Luke Church
,Issues in Law and Social Justice,Gino Conti
,Human Values and Belief Systems,Sean Cosgrove
,Human Values and Belief Systems,Sandra Ross
,Human Values and Belief Systems,Kristie Guillen
,Technology &amp; Social Change,Amanda Bloom
,Issues in Sustainability,William Gorski
,Issues in Law and Social Justice,Mary Traester
,Identity and Diversity in American Contexts,Michelle Rosado
,Issues in Aesthetics,Jessica Piazza
,Identity and Diversity in American Contexts,Christopher Muniz
,Community Engagement,Alison Minami
,Issues in Aesthetics,Mitra Parineh
,Health and Healing,Ryan Leack
,Issues in Aesthetics,Arsalan ul Haq
,Community Engagement,Michelle Meyers
,Technology &amp; Social Change,Maddox Pennington
,Identity and Diversity in American Contexts,Keasha Worthen
,Issues in Work and Working Life,Luke Church
,Issues in Law and Social Justice,Gino Conti
,Human Values and Belief Systems,Sandra Ross
,Human Values and Belief Systems,Kristie Guillen
,Technology &amp; Social Change,Amanda Bloom
,Health and Healing,Ryan Leack
,Issues in Aesthetics,Arsalan ul Haq
,Issues in Law and Social Justice,Gino Conti
,Technology &amp; Social Change,Amanda Bloom
,Issues in Aesthetics,Jeffrey Chisum
WRIT-320,Experiential Learning,
,Competitive Moot Court,Antonio Elefano
WRIT-340,Advanced Writing,
,Advanced Writing for Arts and Humanities,Justin Bibler
,Advanced Writing for Visual and Performing Arts,Scott Smith
,Advanced Writing: Food Studies,Stephanie Payne
,Advanced Writing: Writing Sustainability into Action,Liz Blomstedt
,Advanced Writing for Arts and Humanities,Lilit Keshishyan
,Advanced Writing for Pre-Law Students,Nathalie Joseph
,Advanced Writing for Pre-Law Students,Stephen Mack
,Advanced Writing for Arts and Humanities,David Tomkins
,Advanced Writing for Natural Sciences,William Feuer
,Advanced Writing for Visual and Performing Arts,Laurie Fisher
,Advanced Writing for Arts and Humanities,Lilit Keshishyan
,Advanced Writing for Health Sciences,Matthew Manson
,Advanced Writing for Health Sciences,Dana Santoscoy
,Advanced Writing for Arts and Humanities,Justin Bibler
,Advanced Writing for Social Sciences,Mark Marino
,Advanced Writing for Social Sciences,Jessica Cantiello
,Advanced Writing for Social Sciences,Ellen Wayland-Smith
,Advanced Writing for Pre-Law Students,Alisa Sanchez
,Advanced Writing for Arts and Humanities,Indra Mukhopadhyay
,Advanced Writing for Economics,Tamara Black
,Advanced Writing for Economics,Tamara Black
,Advanced Writing for Social Sciences,Mark Marino
,Advanced Writing for Arts and Humanities,Jennifer Bankard
,Advanced Writing for Economics,Tamara Black
,Advanced Writing for Social Sciences,Jessica Cantiello
,Advanced Writing for Arts and Humanities,Alexis Landau
,Advanced Writing for Arts and Humanities,James Condon
,Advanced Writing for Social Sciences,Ellen Wayland-Smith
,Advanced Writing for Arts and Humanities,Indra Mukhopadhyay
,Advanced Writing for Arts and Humanities,David Tomkins
,Advanced Writing for Natural Sciences,William Feuer
,Advanced Writing for Visual and Performing Arts,Laurie Fisher
,Advanced Writing for Social Sciences,William Wyatt
,Advanced Writing for Health Sciences,Dana Santoscoy
,"Advanced Writing for Editors, Writers, and Publishers",Sarah Mesle
,Advanced Writing for Arts and Humanities,P.T. McNiff
,"Advanced Writing for Editors, Writers, and Publishers",Amy Meyerson
,Advanced Writing for Social Sciences,Stephanie Bower
,Advanced Writing for Arts and Humanities,Jennifer Bankard
,Advanced Writing for Social Sciences,Ryan Boyd
,Advanced Writing for Arts and Humanities,James Condon
,Advanced Writing for Pre-Law Students,Alisa Sanchez
,Advanced Writing for Pre-Law Students,Stephen Mack
,Advanced Writing for Arts and Humanities,Alexis Landau
,Advanced Writing: Moot Court,Antonio Elefano
,Advanced Writing for Social Sciences,William Wyatt
,Advanced Writing for Health Sciences,Dana Santoscoy
,Advanced Writing for Arts and Humanities,Lilit Keshishyan
,Advanced Writing for Arts and Humanities,Sarah Mesle
,Advanced Writing for Arts and Humanities,P.T. McNiff
,Advanced Writing for Health Sciences,Matthew Manson
,Advanced Writing: IR and Global Economics,Nathalie Joseph
,Advanced Writing for Social Sciences,Stephanie Bower
,Advanced Writing for Arts and Humanities,Amy Meyerson
,Advanced Writing for Arts and Humanities,Jennifer Bankard
,Advanced Writing for Arts and Humanities,James Condon
,Advanced Writing for Pre-Law Students,Alisa Sanchez
,Advanced Writing for Pre-Law Students,Stephen Mack
,Advanced Writing for Arts and Humanities,Chris Belcher
,Advanced Writing for Visual and Performing Arts,Scott Smith
,Advanced Writing for Health Sciences,Shefali Rajamannar
,Advanced Writing: Food Studies,Stephanie Payne
,Advanced Writing: Writing Sustainability into Action,Liz Blomstedt
,Advanced Writing for Visual and Performing Arts,David Tomkins
,Advanced Writing for Natural Sciences,William Feuer
,Advanced Writing for Social Sciences,William Wyatt
,Advanced Writing for Arts and Humanities,Sarah Mesle
,Advanced Writing for Arts and Humanities,P.T. McNiff
,Advanced Writing for Health Sciences,Matthew Manson
,Advanced Writing for Visual and Performing Arts,Scott Smith
,Advanced Writing for Health Sciences,Shefali Rajamannar
,Advanced Writing: Food Studies,Stephanie Payne
,Advanced Writing: Writing Sustainability into Action,Liz Blomstedt
,Advanced Writing for Social Sciences,Sean Cosgrove
,Advanced Writing for Arts and Humanities.,Chris Belcher
,Advanced Writing for Health Sciences,Shefali Rajamannar
,Advanced Writing for Business,Navdeep Mundi
,Advanced Writing for Business,Navdeep Mundi
,Advanced Writing for Business,Clark Hansen
,Advanced Writing for Business,Michelle Silver Lee
,Advanced Writing for Business,Pavitra Kavya
,Advanced Writing for Business,Michelle Silver Lee
,Advanced Writing for Business,Andrew Ogilvie
,Advanced Writing for Business,Clark Hansen
,Advanced Writing for Business,Maria Colman
,Advanced Writing for Business,Andrew Ogilvie
,Advanced Writing for Business,Lee Cerling
,Advanced Writing for Business,Todd Henneman
,Advanced Writing for Business,Lee Cerling
,Advanced Writing for Business,Janna Wong
,Advanced Writing for Business,Janna Wong
,Advanced Writing for Business,Lee Cerling
,Advanced Writing for Business,Todd Henneman
,Advanced Writing for Business: Entertainment Industry,Janna Wong
,Advanced Writing for Business,James Owens
,Advanced Writing for Business,Naomi Warren
,Advanced Writing for Business,Naomi Warren
,Advanced Writing for Business,Madge Gaynor
,Advanced Writing for Business,Naomi Warren
,Advanced Writing Communication for Engineers,Elisabeth Weiss
,Advanced Writing Communication for Engineers,Helen Choi
,Advanced Writing Communication for Engineers,Helen Choi
,Advanced Writing Communication for Engineers,Elisabeth Weiss
,Advanced Writing Communication for Engineers,Elisabeth Weiss
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,Steve Bucher
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,Marc Aubertin
,Advanced Writing Communication for Engineers,Martha Townsend
,"Disciplinary Grand Challenges in Sydney and Los Angeles: Cities, Citizen, and Engineering",
,Advanced Writing Communication for Engineers,Marc Aubertin
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,Martha Townsend
,Advanced Writing Communication for Engineers,Martha Townsend
,"Disciplinary Grand Challenges in Sydney and Los Angeles: Cities, Citizen, and Engineering",
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,
,Engineering Global Innovations and Perspectives,
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,Katherine Brichacek
,Advanced Writing Communication for Engineers,
,Advanced Writing Communication for Engineers,Harly Ramsey
WRIT-440,Writing in Practical Contexts,
,Advanced Legal Writing,Antonio Elefano
WRIT-501a,Theory and Practice in Teaching Expository Writing,Emily Artiano Rowan Bayne
,,Deborah Sims Jim Clements
,,Cory Nelson Leah Pate
